match_id,season,date,city,venue,teams,team_1,team_2,toss_winner,toss_decision,winner,win_by_runs,win_by_wickets,player_of_match,result,method
707,2015,2015-04-15,Pune,Maharashtra Cricket Association Stadium,"['Kings XI Punjab', 'Delhi Daredevils']",KXIP,DC,KXIP,bat,DC,,5.0,['MA Agarwal'],0,0
708,2015,2015-04-16,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"['Sunrisers Hyderabad', 'Rajasthan Royals']",SRH,RR,RR,field,RR,,6.0,['AM Rahane'],0,0
709,2015,2015-04-17,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Chennai Super Kings']",MI,CSK,MI,bat,CSK,,6.0,['A Nehra'],0,0
711,2015,2015-04-18,Pune,Maharashtra Cricket Association Stadium,"['Kings XI Punjab', 'Kolkata Knight Riders']",KXIP,KKR,KKR,field,KKR,,4.0,['AD Russell'],0,0
710,2015,2015-04-18,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"['Sunrisers Hyderabad', 'Delhi Daredevils']",SRH,DC,DC,bat,DC,4.0,,['JP Duminy'],0,0
712,2015,2015-04-19,Ahmedabad,"Sardar Patel Stadium, Motera","['Rajasthan Royals', 'Chennai Super Kings']",RR,CSK,CSK,bat,RR,,8.0,['AM Rahane'],0,0
713,2015,2015-04-19,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Mumbai Indians']",RCB,MI,RCB,field,MI,18.0,,['Harbhajan Singh'],0,0
714,2015,2015-04-20,Delhi,Feroz Shah Kotla,"['Delhi Daredevils', 'Kolkata Knight Riders']",DC,KKR,KKR,field,KKR,,6.0,['UT Yadav'],0,0
715,2015,2015-04-21,Ahmedabad,"Sardar Patel Stadium, Motera","['Rajasthan Royals', 'Kings XI Punjab']",RR,KXIP,KXIP,field,KXIP,,,['SE Marsh'],superover,0
716,2015,2015-04-22,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']",SRH,KKR,KKR,field,SRH,16.0,,['DA Warner'],0,D/L
717,2015,2015-04-22,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Chennai Super Kings']",RCB,CSK,RCB,field,CSK,27.0,,['SK Raina'],0,0
718,2015,2015-04-23,Delhi,Feroz Shah Kotla,"['Delhi Daredevils', 'Mumbai Indians']",DC,MI,MI,field,DC,37.0,,['SS Iyer'],0,0
719,2015,2015-04-24,Ahmedabad,"Sardar Patel Stadium, Motera","['Rajasthan Royals', 'Royal Challengers Bangalore']",RR,RCB,RCB,field,RCB,,9.0,['MA Starc'],0,0
720,2015,2015-04-25,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Sunrisers Hyderabad']",MI,SRH,MI,bat,MI,20.0,,['SL Malinga'],0,0
721,2015,2015-04-25,Chennai,"MA Chidambaram Stadium, Chepauk","['Chennai Super Kings', 'Kings XI Punjab']",CSK,KXIP,CSK,bat,CSK,97.0,,['BB McCullum'],0,0
722,2015,2015-04-26,Delhi,Feroz Shah Kotla,"['Delhi Daredevils', 'Royal Challengers Bangalore']",DC,RCB,RCB,field,RCB,,10.0,['VR Aaron'],0,0
723,2015,2015-04-27,Chandigarh,"Punjab Cricket Association Stadium, Mohali","['Kings XI Punjab', 'Sunrisers Hyderabad']",KXIP,SRH,KXIP,field,SRH,20.0,,['TA Boult'],0,0
726,2015,2015-04-28,Chennai,"MA Chidambaram Stadium, Chepauk","['Chennai Super Kings', 'Kolkata Knight Riders']",CSK,KKR,KKR,field,CSK,2.0,,['DJ Bravo'],0,0
725,2015,2015-04-29,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Rajasthan Royals']",RCB,RR,RR,field,,,,,no result,0
706,2015,2015-04-30,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Chennai Super Kings']",KKR,CSK,KKR,field,KKR,,7.0,['AD Russell'],0,0
727,2015,2015-05-01,Delhi,Feroz Shah Kotla,"['Delhi Daredevils', 'Kings XI Punjab']",DC,KXIP,DC,field,DC,,9.0,['NM Coulter-Nile'],0,0
728,2015,2015-05-01,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Rajasthan Royals']",MI,RR,RR,field,MI,8.0,,['AT Rayudu'],0,0
729,2015,2015-05-02,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",RCB,KKR,RCB,field,RCB,,7.0,['Mandeep Singh'],0,0
730,2015,2015-05-02,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Chennai Super Kings']",SRH,CSK,CSK,field,SRH,22.0,,['DA Warner'],0,0
731,2015,2015-05-03,Chandigarh,"Punjab Cricket Association Stadium, Mohali","['Kings XI Punjab', 'Mumbai Indians']",KXIP,MI,MI,bat,MI,23.0,,['LMP Simmons'],0,0
732,2015,2015-05-03,Mumbai,Brabourne Stadium,"['Rajasthan Royals', 'Delhi Daredevils']",RR,DC,DC,field,RR,14.0,,['AM Rahane'],0,0
733,2015,2015-05-04,Chennai,"MA Chidambaram Stadium, Chepauk","['Chennai Super Kings', 'Royal Challengers Bangalore']",CSK,RCB,CSK,bat,CSK,24.0,,['SK Raina'],0,0
734,2015,2015-05-04,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']",KKR,SRH,SRH,field,KKR,35.0,,['UT Yadav'],0,0
735,2015,2015-05-05,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Delhi Daredevils']",MI,DC,DC,bat,MI,,5.0,['Harbhajan Singh'],0,0
736,2015,2015-05-06,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Kings XI Punjab']",RCB,KXIP,KXIP,field,RCB,138.0,,['CH Gayle'],0,0
724,2015,2015-05-07,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Delhi Daredevils']",KKR,DC,KKR,bat,KKR,13.0,,['PP Chawla'],0,0
737,2015,2015-05-07,Mumbai,Brabourne Stadium,"['Rajasthan Royals', 'Sunrisers Hyderabad']",RR,SRH,RR,field,SRH,7.0,,['EJG Morgan'],0,0
738,2015,2015-05-08,Chennai,"MA Chidambaram Stadium, Chepauk","['Chennai Super Kings', 'Mumbai Indians']",CSK,MI,CSK,bat,MI,,6.0,['HH Pandya'],0,0
739,2015,2015-05-09,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Kings XI Punjab']",KKR,KXIP,KXIP,bat,KKR,,1.0,['AD Russell'],0,0
740,2015,2015-05-09,Raipur,Shaheed Veer Narayan Singh International Stadium,"['Delhi Daredevils', 'Sunrisers Hyderabad']",DC,SRH,SRH,bat,SRH,6.0,,['MC Henriques'],0,0
741,2015,2015-05-10,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Royal Challengers Bangalore']",MI,RCB,RCB,bat,RCB,39.0,,['AB de Villiers'],0,0
742,2015,2015-05-10,Chennai,"MA Chidambaram Stadium, Chepauk","['Chennai Super Kings', 'Rajasthan Royals']",CSK,RR,CSK,bat,CSK,12.0,,['RA Jadeja'],0,0
743,2015,2015-05-11,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Kings XI Punjab']",SRH,KXIP,SRH,bat,SRH,5.0,,['DA Warner'],0,0
744,2015,2015-05-12,Raipur,Shaheed Veer Narayan Singh International Stadium,"['Delhi Daredevils', 'Chennai Super Kings']",DC,CSK,CSK,bat,DC,,6.0,['Z Khan'],0,0
745,2015,2015-05-13,Chandigarh,"Punjab Cricket Association Stadium, Mohali","['Kings XI Punjab', 'Royal Challengers Bangalore']",KXIP,RCB,RCB,field,KXIP,22.0,,['AR Patel'],0,0
746,2015,2015-05-14,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Kolkata Knight Riders']",MI,KKR,KKR,field,MI,5.0,,['HH Pandya'],0,0
747,2015,2015-05-15,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Royal Challengers Bangalore']",SRH,RCB,SRH,bat,RCB,,6.0,['V Kohli'],0,D/L
748,2015,2015-05-16,Chandigarh,"Punjab Cricket Association Stadium, Mohali","['Kings XI Punjab', 'Chennai Super Kings']",KXIP,CSK,KXIP,bat,CSK,,7.0,['P Negi'],0,0
749,2015,2015-05-16,Mumbai,Brabourne Stadium,"['Rajasthan Royals', 'Kolkata Knight Riders']",RR,KKR,RR,bat,RR,9.0,,['SR Watson'],0,0
750,2015,2015-05-17,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Delhi Daredevils']",RCB,DC,RCB,field,,,,,no result,0
751,2015,2015-05-17,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Mumbai Indians']",SRH,MI,SRH,bat,MI,,9.0,['MJ McClenaghan'],0,0
752,2015,2015-05-19,Mumbai,Wankhede Stadium,"['Chennai Super Kings', 'Mumbai Indians']",CSK,MI,MI,bat,MI,25.0,,['KA Pollard'],0,0
753,2015,2015-05-20,Pune,Maharashtra Cricket Association Stadium,"['Royal Challengers Bangalore', 'Rajasthan Royals']",RCB,RR,RCB,bat,RCB,71.0,,['AB de Villiers'],0,0
754,2015,2015-05-22,Ranchi,JSCA International Stadium Complex,"['Chennai Super Kings', 'Royal Challengers Bangalore']",CSK,RCB,CSK,field,CSK,,3.0,['A Nehra'],0,0
755,2015,2015-05-24,Kolkata,Eden Gardens,"['Mumbai Indians', 'Chennai Super Kings']",MI,CSK,CSK,field,MI,41.0,,['RG Sharma'],0,0
756,2016,2016-04-09,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Rising Pune Supergiants']",MI,RPS,MI,bat,RPS,,9.0,['AM Rahane'],0,0
757,2016,2016-04-10,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Delhi Daredevils']",KKR,DC,KKR,field,KKR,,9.0,['AD Russell'],0,0
758,2016,2016-04-11,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","['Kings XI Punjab', 'Gujarat Lions']",KXIP,GL,GL,field,GL,,5.0,['AJ Finch'],0,0
759,2016,2016-04-12,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",RCB,SRH,SRH,field,RCB,45.0,,['AB de Villiers'],0,0
760,2016,2016-04-13,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Mumbai Indians']",KKR,MI,MI,field,MI,,6.0,['RG Sharma'],0,0
761,2016,2016-04-14,Rajkot,Saurashtra Cricket Association Stadium,"['Gujarat Lions', 'Rising Pune Supergiants']",GL,RPS,RPS,bat,GL,,7.0,['AJ Finch'],0,0
762,2016,2016-04-15,Delhi,Feroz Shah Kotla,"['Delhi Daredevils', 'Kings XI Punjab']",DC,KXIP,DC,field,DC,,8.0,['A Mishra'],0,0
764,2016,2016-04-16,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Gujarat Lions']",MI,GL,GL,field,GL,,3.0,['AJ Finch'],0,0
763,2016,2016-04-16,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Kolkata Knight Riders']",SRH,KKR,SRH,bat,KKR,,8.0,['G Gambhir'],0,0
766,2016,2016-04-17,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Delhi Daredevils']",RCB,DC,DC,field,DC,,7.0,['Q de Kock'],0,0
765,2016,2016-04-17,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","['Kings XI Punjab', 'Rising Pune Supergiants']",KXIP,RPS,RPS,bat,KXIP,,6.0,['M Vohra'],0,0
767,2016,2016-04-18,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Mumbai Indians']",SRH,MI,SRH,field,SRH,,7.0,['DA Warner'],0,0
768,2016,2016-04-19,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","['Kings XI Punjab', 'Kolkata Knight Riders']",KXIP,KKR,KKR,field,KKR,,6.0,['RV Uthappa'],0,0
769,2016,2016-04-20,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Royal Challengers Bangalore']",MI,RCB,MI,field,MI,,6.0,['RG Sharma'],0,0
770,2016,2016-04-21,Rajkot,Saurashtra Cricket Association Stadium,"['Gujarat Lions', 'Sunrisers Hyderabad']",GL,SRH,SRH,field,SRH,,10.0,['B Kumar'],0,0
771,2016,2016-04-22,Pune,Maharashtra Cricket Association Stadium,"['Rising Pune Supergiants', 'Royal Challengers Bangalore']",RPS,RCB,RPS,field,RCB,13.0,,['AB de Villiers'],0,0
772,2016,2016-04-23,Delhi,Feroz Shah Kotla,"['Delhi Daredevils', 'Mumbai Indians']",DC,MI,MI,field,DC,10.0,,['SV Samson'],0,0
773,2016,2016-04-23,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Kings XI Punjab']",SRH,KXIP,SRH,field,SRH,,5.0,['Mustafizur Rahman'],0,0
774,2016,2016-04-24,Rajkot,Saurashtra Cricket Association Stadium,"['Gujarat Lions', 'Royal Challengers Bangalore']",GL,RCB,RCB,bat,GL,,6.0,['V Kohli'],0,0
775,2016,2016-04-24,Pune,Maharashtra Cricket Association Stadium,"['Rising Pune Supergiants', 'Kolkata Knight Riders']",RPS,KKR,KKR,field,KKR,,2.0,['SA Yadav'],0,0
776,2016,2016-04-25,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","['Kings XI Punjab', 'Mumbai Indians']",KXIP,MI,KXIP,field,MI,25.0,,['PA Patel'],0,0
777,2016,2016-04-26,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Rising Pune Supergiants']",SRH,RPS,RPS,field,RPS,34.0,,['AB Dinda'],0,D/L
778,2016,2016-04-27,Delhi,Feroz Shah Kotla,"['Delhi Daredevils', 'Gujarat Lions']",DC,GL,DC,field,GL,1.0,,['CH Morris'],0,0
779,2016,2016-04-28,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Kolkata Knight Riders']",MI,KKR,MI,field,MI,,6.0,['RG Sharma'],0,0
780,2016,2016-04-29,Pune,Maharashtra Cricket Association Stadium,"['Rising Pune Supergiants', 'Gujarat Lions']",RPS,GL,GL,field,GL,,3.0,['DR Smith'],0,0
781,2016,2016-04-30,Delhi,Feroz Shah Kotla,"['Delhi Daredevils', 'Kolkata Knight Riders']",DC,KKR,KKR,field,DC,27.0,,['CR Brathwaite'],0,0
782,2016,2016-04-30,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Royal Challengers Bangalore']",SRH,RCB,RCB,field,SRH,15.0,,['DA Warner'],0,0
783,2016,2016-05-01,Rajkot,Saurashtra Cricket Association Stadium,"['Gujarat Lions', 'Kings XI Punjab']",GL,KXIP,GL,field,KXIP,23.0,,['AR Patel'],0,0
784,2016,2016-05-01,Pune,Maharashtra Cricket Association Stadium,"['Rising Pune Supergiants', 'Mumbai Indians']",RPS,MI,MI,field,MI,,8.0,['RG Sharma'],0,0
785,2016,2016-05-02,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Kolkata Knight Riders']",RCB,KKR,KKR,field,KKR,,5.0,['AD Russell'],0,0
786,2016,2016-05-03,Rajkot,Saurashtra Cricket Association Stadium,"['Gujarat Lions', 'Delhi Daredevils']",GL,DC,DC,field,DC,,8.0,['RR Pant'],0,0
787,2016,2016-05-04,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Kings XI Punjab']",KKR,KXIP,KXIP,field,KKR,7.0,,['AD Russell'],0,0
788,2016,2016-05-05,Delhi,Feroz Shah Kotla,"['Delhi Daredevils', 'Rising Pune Supergiants']",DC,RPS,RPS,field,RPS,,7.0,['AM Rahane'],0,0
789,2016,2016-05-06,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Gujarat Lions']",SRH,GL,SRH,field,SRH,,5.0,['B Kumar'],0,0
790,2016,2016-05-07,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Rising Pune Supergiants']",RCB,RPS,RCB,field,RCB,,7.0,['V Kohli'],0,0
791,2016,2016-05-07,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","['Kings XI Punjab', 'Delhi Daredevils']",KXIP,DC,DC,field,KXIP,9.0,,['MP Stoinis'],0,0
792,2016,2016-05-08,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"['Mumbai Indians', 'Sunrisers Hyderabad']",MI,SRH,MI,field,SRH,85.0,,['A Nehra'],0,0
793,2016,2016-05-08,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Gujarat Lions']",KKR,GL,GL,field,GL,,5.0,['P Kumar'],0,0
794,2016,2016-05-09,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","['Kings XI Punjab', 'Royal Challengers Bangalore']",KXIP,RCB,KXIP,field,RCB,1.0,,['SR Watson'],0,0
795,2016,2016-05-10,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"['Rising Pune Supergiants', 'Sunrisers Hyderabad']",RPS,SRH,SRH,bat,SRH,4.0,,['A Zampa'],0,0
796,2016,2016-05-11,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Mumbai Indians']",RCB,MI,MI,field,MI,,6.0,['KH Pandya'],0,0
797,2016,2016-05-12,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Delhi Daredevils']",SRH,DC,DC,field,DC,,7.0,['CH Morris'],0,0
798,2016,2016-05-13,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"['Mumbai Indians', 'Kings XI Punjab']",MI,KXIP,MI,bat,KXIP,,7.0,['MP Stoinis'],0,0
799,2016,2016-05-14,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Gujarat Lions']",RCB,GL,GL,field,RCB,144.0,,['AB de Villiers'],0,0
800,2016,2016-05-14,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Rising Pune Supergiants']",KKR,RPS,RPS,bat,KKR,,8.0,['YK Pathan'],0,D/L
801,2016,2016-05-15,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","['Kings XI Punjab', 'Sunrisers Hyderabad']",KXIP,SRH,KXIP,bat,SRH,,7.0,['HM Amla'],0,0
802,2016,2016-05-15,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"['Mumbai Indians', 'Delhi Daredevils']",MI,DC,DC,field,MI,80.0,,['KH Pandya'],0,0
803,2016,2016-05-16,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Royal Challengers Bangalore']",KKR,RCB,RCB,field,RCB,,9.0,['V Kohli'],0,0
804,2016,2016-05-17,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"['Rising Pune Supergiants', 'Delhi Daredevils']",RPS,DC,RPS,field,RPS,19.0,,['AB Dinda'],0,D/L
805,2016,2016-05-18,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Kings XI Punjab']",RCB,KXIP,KXIP,field,RCB,82.0,,['V Kohli'],0,D/L
806,2016,2016-05-19,Kanpur,Green Park,"['Gujarat Lions', 'Kolkata Knight Riders']",GL,KKR,GL,field,GL,,6.0,['DR Smith'],0,0
807,2016,2016-05-20,Raipur,Shaheed Veer Narayan Singh International Stadium,"['Delhi Daredevils', 'Sunrisers Hyderabad']",DC,SRH,DC,field,DC,,6.0,['KK Nair'],0,0
808,2016,2016-05-21,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,"['Rising Pune Supergiants', 'Kings XI Punjab']",RPS,KXIP,KXIP,bat,RPS,,4.0,['MS Dhoni'],0,0
809,2016,2016-05-21,Kanpur,Green Park,"['Gujarat Lions', 'Mumbai Indians']",GL,MI,GL,field,GL,,6.0,['SK Raina'],0,0
810,2016,2016-05-22,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']",KKR,SRH,SRH,field,KKR,22.0,,['YK Pathan'],0,0
811,2016,2016-05-22,Raipur,Shaheed Veer Narayan Singh International Stadium,"['Delhi Daredevils', 'Royal Challengers Bangalore']",DC,RCB,RCB,field,RCB,,6.0,['V Kohli'],0,0
812,2016,2016-05-24,Bangalore,M Chinnaswamy Stadium,"['Gujarat Lions', 'Royal Challengers Bangalore']",GL,RCB,RCB,field,RCB,,4.0,['AB de Villiers'],0,0
813,2016,2016-05-25,Delhi,Feroz Shah Kotla,"['Sunrisers Hyderabad', 'Kolkata Knight Riders']",SRH,KKR,KKR,field,SRH,22.0,,['MC Henriques'],0,0
814,2016,2016-05-27,Delhi,Feroz Shah Kotla,"['Gujarat Lions', 'Sunrisers Hyderabad']",GL,SRH,SRH,field,SRH,,4.0,['DA Warner'],0,0
815,2016,2016-05-29,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad']",RCB,SRH,SRH,bat,SRH,8.0,,['BCJ Cutting'],0,0
0,2017,2017-04-05,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Royal Challengers Bangalore']",SRH,RCB,RCB,field,SRH,35.0,,['Yuvraj Singh'],0,0
1,2017,2017-04-06,Pune,Maharashtra Cricket Association Stadium,"['Rising Pune Supergiant', 'Mumbai Indians']",RPS,MI,RPS,field,RPS,,7.0,['SPD Smith'],0,0
2,2017,2017-04-07,Rajkot,Saurashtra Cricket Association Stadium,"['Gujarat Lions', 'Kolkata Knight Riders']",GL,KKR,KKR,field,KKR,,10.0,['CA Lynn'],0,0
3,2017,2017-04-08,Indore,Holkar Cricket Stadium,"['Kings XI Punjab', 'Rising Pune Supergiant']",KXIP,RPS,KXIP,field,KXIP,,6.0,['GJ Maxwell'],0,0
4,2017,2017-04-08,Bengaluru,M.Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Delhi Daredevils']",RCB,DC,RCB,bat,RCB,15.0,,['KM Jadhav'],0,0
5,2017,2017-04-09,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Gujarat Lions']",SRH,GL,SRH,field,SRH,,9.0,['Rashid Khan'],0,0
6,2017,2017-04-09,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Kolkata Knight Riders']",MI,KKR,MI,field,MI,,4.0,['N Rana'],0,0
7,2017,2017-04-10,Indore,Holkar Cricket Stadium,"['Kings XI Punjab', 'Royal Challengers Bangalore']",KXIP,RCB,RCB,bat,KXIP,,8.0,['AR Patel'],0,0
8,2017,2017-04-11,Pune,Maharashtra Cricket Association Stadium,"['Rising Pune Supergiant', 'Delhi Daredevils']",RPS,DC,RPS,field,DC,97.0,,['SV Samson'],0,0
9,2017,2017-04-12,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Sunrisers Hyderabad']",MI,SRH,MI,field,MI,,4.0,['JJ Bumrah'],0,0
10,2017,2017-04-13,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Kings XI Punjab']",KKR,KXIP,KKR,field,KKR,,8.0,['SP Narine'],0,0
11,2017,2017-04-14,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Mumbai Indians']",RCB,MI,MI,field,MI,,4.0,['KA Pollard'],0,0
12,2017,2017-04-14,Rajkot,Saurashtra Cricket Association Stadium,"['Gujarat Lions', 'Rising Pune Supergiant']",GL,RPS,GL,field,GL,,7.0,['AJ Tye'],0,0
14,2017,2017-04-15,Delhi,Feroz Shah Kotla,"['Delhi Daredevils', 'Kings XI Punjab']",DC,KXIP,DC,bat,DC,51.0,,['CJ Anderson'],0,0
13,2017,2017-04-15,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Sunrisers Hyderabad']",KKR,SRH,SRH,field,KKR,17.0,,['RV Uthappa'],0,0
15,2017,2017-04-16,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Gujarat Lions']",MI,GL,MI,field,MI,,6.0,['N Rana'],0,0
16,2017,2017-04-16,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Rising Pune Supergiant']",RCB,RPS,RCB,field,RPS,27.0,,['BA Stokes'],0,0
17,2017,2017-04-17,Delhi,Feroz Shah Kotla,"['Delhi Daredevils', 'Kolkata Knight Riders']",DC,KKR,DC,bat,KKR,,4.0,['NM Coulter-Nile'],0,0
18,2017,2017-04-17,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Kings XI Punjab']",SRH,KXIP,KXIP,field,SRH,5.0,,['B Kumar'],0,0
19,2017,2017-04-18,Rajkot,Saurashtra Cricket Association Stadium,"['Gujarat Lions', 'Royal Challengers Bangalore']",GL,RCB,GL,field,RCB,21.0,,['CH Gayle'],0,0
20,2017,2017-04-19,Hyderabad,"Rajiv Gandhi International Stadium, Uppal","['Sunrisers Hyderabad', 'Delhi Daredevils']",SRH,DC,SRH,bat,SRH,15.0,,['KS Williamson'],0,0
21,2017,2017-04-20,Indore,Holkar Cricket Stadium,"['Kings XI Punjab', 'Mumbai Indians']",KXIP,MI,MI,field,MI,,8.0,['JC Buttler'],0,0
22,2017,2017-04-21,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Gujarat Lions']",KKR,GL,GL,field,GL,,4.0,['SK Raina'],0,0
23,2017,2017-04-22,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Delhi Daredevils']",MI,DC,DC,field,MI,14.0,,['MJ McClenaghan'],0,0
24,2017,2017-04-22,Pune,Maharashtra Cricket Association Stadium,"['Rising Pune Supergiant', 'Sunrisers Hyderabad']",RPS,SRH,RPS,field,RPS,,6.0,['MS Dhoni'],0,0
25,2017,2017-04-23,Rajkot,Saurashtra Cricket Association Stadium,"['Gujarat Lions', 'Kings XI Punjab']",GL,KXIP,GL,field,KXIP,26.0,,['HM Amla'],0,0
26,2017,2017-04-23,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Royal Challengers Bangalore']",KKR,RCB,RCB,field,KKR,82.0,,['NM Coulter-Nile'],0,0
27,2017,2017-04-24,Mumbai,Wankhede Stadium,"['Mumbai Indians', 'Rising Pune Supergiant']",MI,RPS,MI,field,RPS,3.0,,['BA Stokes'],0,0
28,2017,2017-04-26,Pune,Maharashtra Cricket Association Stadium,"['Rising Pune Supergiant', 'Kolkata Knight Riders']",RPS,KKR,KKR,field,KKR,,7.0,['RV Uthappa'],0,0
29,2017,2017-04-27,Bangalore,M Chinnaswamy Stadium,"['Royal Challengers Bangalore', 'Gujarat Lions']",RCB,GL,GL,field,GL,,7.0,['AJ Tye'],0,0
30,2017,2017-04-28,Kolkata,Eden Gardens,"['Kolkata Knight Riders', 'Delhi Daredevils']",KKR,DC,KKR,field,KKR,,7.0,['G Gambhir'],0,0
31,2017,2017-04-28,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali","['Kings XI Punjab', 'Sunrisers Hyderabad']",KXIP,SRH,KXIP,field,SRH,26.0,,['Rashid Khan'],0,0
32,2017,2017-04-29,Pune,Maharashtra Cricket Association Stadium,"['Rising Pune Supergiant', 'Royal Challengers Bangalore']",RPS,RCB,RCB,field,RPS,61.0,,['LH Ferguson'],0,0
33,2017,2017-04-29,Rajkot,Saurashtra Cricket Association Stadium,"['Gujarat Lions', 'Mumbai Indians']",GL,MI,GL,bat,MI,,,['KH Pandya'],superover,0
